From,To,Subject,Body,TransactionID,Payment Date,Class
Dave@HSBC.com,Suhail@CitiBankPune.com,How to change PIN no of ATM card?,"Hey, I think I lost my ATM card today so can you please block my account or tell me a way to change my PIN no. ? I urgently need your reply . Thanks in advance.",313478,16-02-2020,General
Yasmin@SBI.com,Rohan@CitiBankNewYork.com,Processing transaction having ID : 283926,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,283926,17-03-2019,Processing
Angela@JPMorgan.com,Sumit@CitiBankNewYork.com,Handling the transaction 083989 after payment.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,83989,04-05-2019,Processing
Stefanie@DESHAW.com,Shubhanshu@CitiBankPune.com,Received full payment for transaction no. 884942,Hello! Sincere greetings for the day. I would like to inform you that my transaction 884942 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,884942,01-05-2020,Complete
Angela@JPMorgan.com,Shai@CitiBankHongKong.com,Completed transaction no. 287877,Hello! Sincere greetings for the day. I would like to inform you that my transaction 287877 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,287877,16-11-2019,Complete
Adam@BNYMellon.com,Rohan@CitiBankLondon.com,Transaction 215554 is now being processed.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,215554,12-02-2020,Processing
Jason@HSBC.com,Anthony@CitiBankLondon.com,Partial payment for transaction 349520,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",349520,07-12-2018,Pending
Stacy@DEUTSCHEBANK.com,Shaniece@CitiBankPune.com,Urgently required update on transaction 438505,"I need details of 438505 urgently, please provide the same on priority basis.",438505,03-06-2019,Request
Spike@BNYMellon.com,Elena@CitiBankNewYork.com,Why has my transaction 466496 stopped?,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 466496 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",466496,13-12-2019,Failed
Spike@JPMorgan.com,Shaniece@CitiBankSingapore.com,Urgent : Transaction 632287 ceased.,This is to notify you that my transaction 632287 has failed. Please reply to me with the cause as soon as possible.,632287,12-04-2020,Failed
Zachary@BNYMellon.com,Shai@CitiBankLondon.com,Transaction 815583 is complete,transaction complete payment received acknowledged thanks,815583,07-06-2019,Complete
Bella@SBI.com,Rishabh@CitiBankLondon.com,The pending amount for transaction 287761 will reach you soon,"Hello!! Greetings for the day. Status of transaction GBP 682284 for account 287761 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",287761,19-05-2019,Pending
Mike@BNYMellon.com,Sumit@CitiBankLondon.com,Payment outstanding for transaction 036719,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",36719,15-03-2020,Pending
Jason@DEUTSCHEBANK.com,Rohan@CitiBankNewYork.com,Required money acquired. Transaction 656265 is in process.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,656265,09-08-2019,Processing
Angela@BNYMellon.com,Patrick@CitiBankHongKong.com,Required money acquired. Transaction 833946 is in process.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 833946 . It is now being processed. I am grateful for your support. Warm regards.",833946,08-04-2020,Processing
Jason@JPMorgan.com,Liam@CitiBankHongKong.com,Imploring update on transaction : 920814,"I need details of 920814 urgently, please provide the same on priority basis.",920814,01-04-2020,Request
Zachary@SBI.com,Patrick@CitiBankSingapore.com,Payment received for transaction : 272236 and now processing.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 272236 . It is now being processed. I am grateful for your support. Warm regards.",272236,06-11-2019,Processing
David@HDFC.com,Rudra@CitiBankNewYork.com,Transaction 491073 is now being processed.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,491073,12-03-2020,Processing
Adam@BNYMellon.com,Isabella@CitiBankHongKong.com,Failure of transaction 887266,This is in response to your email stating that my transaction having ID 887266 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,887266,11-02-2020,Failed
Dave@SBI.com,Sumit@CitiBankSingapore.com,Payment done and Transaction 575107 settled.,"Hey, I am writing in reference to the transaction 575107 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",575107,02-07-2019,Complete
Dave@DEUTSCHEBANK.com,Shai@CitiBankSingapore.com,Request to send details of transaction 563239,"I need details of 563239 urgently, please provide the same on priority basis.",563239,29-12-2018,Request
David@DEUTSCHEBANK.com,Shubhanshu@CitiBankPune.com,The pending amount for transaction 213375 will reach you soon,The transaction 213375 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,213375,19-02-2019,Pending
Archie@DESHAW.com,Isabella@CitiBankHongKong.com,Urgently required update on transaction 648334,I request you to kindly send the status of my transaction with ID : 648334Thanks and regards,648334,11-03-2019,Request
Bella@HSBC.com,Isabella@CitiBankPune.com,Urgent : Transaction 123254 ceased.,"Hey, I see my transaction with ID 123254 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",123254,22-04-2019,Failed
Zachary@JPMorgan.com,Patrick@CitiBankLondon.com,Request to send details of transaction 724625,"Hey, I would be really grateful if you could tell me the details of account no. 724625Thanks.",724625,30-11-2019,Request
Dave@SBI.com,Isabella@CitiBankHongKong.com,Transaction 328126 has failed!,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 328126 Regards.,328126,09-06-2019,Failed
Spike@BNYMellon.com,Shaniece@CitiBankNewYork.com,Partially paid the required amount for transaction 413635,"Since my transaction 413635 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",413635,23-03-2020,Pending
Mike@JPMorgan.com,Liam@CitiBankHongKong.com,Fulfilled transaction having ID : 983621,Hello! Sincere greetings for the day. I would like to inform you that my transaction 983621 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,983621,11-12-2018,Complete
Jacob@HSBC.com,Shai@CitiBankNewYork.com,Transaction 424140 is now being processed.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 424140 . It is now being processed. I am grateful for your support. Warm regards.",424140,30-10-2019,Processing
Phillip@JPMorgan.com,Shubhanshu@CitiBankSingapore.com,Transaction 153295 stalled and payment not received.,"Hey, I see my transaction with ID 153295 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",153295,12-03-2019,Failed
Spike@BNYMellon.com,Suhail@CitiBankNewYork.com,Transaction having ID : 742152 has stopped. Help!,This is to notify you that my transaction 742152 has failed. Please reply to me with the cause as soon as possible.,742152,01-04-2019,Failed
David@DEUTSCHEBANK.com,Sumit@CitiBankNewYork.com,The pending amount for transaction 284760 will reach you soon,"Hello!! Greetings for the day. Status of transaction USD 652925 for account 284760 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",284760,07-05-2019,Pending
Morgan@HSBC.com,Rudra@CitiBankPune.com,Failure of transaction 020261,This is to notify you that my transaction 020261 has failed. Please reply to me with the cause as soon as possible.,20261,04-05-2020,Failed
Archie@JPMorgan.com,Shubhanshu@CitiBankPune.com,Change address for account no. 276007,"add my new address 1, Vivek Apts., St. Patricks Town, Hadapsar Pune, Maharashtra, 411013 to your records",276007,25-03-2019,General
Zachary@BNYMellon.com,Elena@CitiBankNewYork.com,Transaction having ID : 658920 has stopped. Help!,This is in response to your email stating that my transaction having ID 658920 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,658920,06-05-2020,Failed
Spike@HDFC.com,Rudra@CitiBankNewYork.com,Transaction 137542 is complete,I deeply appreciate your quick service as I have received the pre-approved loan amount of GBP 711560,137542,16-05-2020,Complete
Adam@SBI.com,Shai@CitiBankPune.com,Transaction 149922 stalled and payment not received.,This is to notify you that my transaction 149922 has failed. Please reply to me with the cause as soon as possible.,149922,16-12-2018,Failed
Morgan@HDFC.com,Patrick@CitiBankHongKong.com,Pending payment for transaction having ID : 916288,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",916288,14-11-2019,Pending
Stefanie@HDFC.com,Rishabh@CitiBankNewYork.com,Imploring update on transaction : 480097,Kindly reply to me at the earliest with the last 3 transactions made with the account no 480097Thanks in advance.,480097,02-12-2018,Request
Stefanie@JPMorgan.com,Dipesh@CitiBankNewYork.com,Sorted out the transaction with ID : 017229,"Hey, I am writing in reference to the transaction 017229 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",17229,17-06-2019,Complete
Morgan@DESHAW.com,Rudra@CitiBankLondon.com,Concluded the transaction 543152,"To whom it may concern, I have successfully received payment for the transaction 543152 . I am grateful for your cooperation. Thank you so much and regards.",543152,11-02-2020,Complete
Jacob@SBI.com,Sumit@CitiBankSingapore.com,Accepted payment. Transaction323447 currently processing,Acknowledging the received payment for transaction 323447 . It is finally in process. Kind regards.,323447,02-07-2019,Processing
Dave@SBI.com,Suhail@CitiBankHongKong.com,Request to send details of transaction 966376,I request you to kindly send the status of my transaction with ID : 966376Thanks and regards,966376,16-05-2020,Request
Morgan@HDFC.com,Rohan@CitiBankPune.com,Accepted payment. Transaction813959 currently processing,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,813959,25-01-2020,Processing
Dave@DEUTSCHEBANK.com,Suhail@CitiBankNewYork.com,Payment outstanding for transaction 644948,I regret to inform you the I could only pay the partial amount of INR 589466 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,644948,03-05-2019,Pending
Yasmin@JPMorgan.com,Anthony@CitiBankLondon.com,Add one more contact no. to account 958166,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 958166,958166,27-06-2019,General
Bella@JPMorgan.com,Shaniece@CitiBankLondon.com,Failure of transaction 667616,"Hey, I see my transaction with ID 667616 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",667616,03-08-2019,Failed
Archie@HDFC.com,Rudra@CitiBankPune.com,Payment done and Transaction 430220 settled.,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 430220 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,430220,25-03-2020,Complete
Mike@BNYMellon.com,Elena@CitiBankLondon.com,Transaction having ID : 787534 has stopped. Help!,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 787534 Regards.,787534,05-05-2019,Failed
Mike@SBI.com,Isabella@CitiBankHongKong.com,Urgently required update on transaction 646910,Kindly reply to me at the earliest with the last 3 transactions made with the account no 646910Thanks in advance.,646910,20-04-2020,Request
Stacy@DEUTSCHEBANK.com,Isabella@CitiBankNewYork.com,Why cant I withdraw money with my ATM card?,"I have heard a lot about your bank and would like to open an account with CitiBank. For that, I would like to know all the documents that are required. Kindly reply with the same and also the further steps to be taken. Eagerly waiting for your reply.",643191,06-04-2019,General
Yasmin@DEUTSCHEBANK.com,Neha@CitiBankPune.com,Failure of transaction 709615,This is to notify you that my transaction 709615 has failed. Please reply to me with the cause as soon as possible.,709615,29-08-2019,Failed
Phillip@BNYMellon.com,Rohan@CitiBankNewYork.com,Failure of transaction 561158,"Hey, I see my transaction with ID 561158 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",561158,27-04-2019,Failed
Dave@HDFC.com,Dipesh@CitiBankPune.com,New Cheque book,I need a new cheque book of 25 leaves. Kindly send the same to my current address which is present in the details of my account 926906,926906,09-04-2019,General
Stefanie@HDFC.com,Sumit@CitiBankSingapore.com,Transaction no. 365705 is unresolved.,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",365705,05-06-2019,Pending
Phillip@DESHAW.com,Shubhanshu@CitiBankSingapore.com,Transaction 425166 stalled and payment not received.,This is to notify you that my transaction 425166 has failed. Please reply to me with the cause as soon as possible.,425166,14-03-2019,Failed
Dave@HDFC.com,Anthony@CitiBankPune.com,Incomplete transaction 933094,The transaction 933094 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,933094,24-07-2019,Pending
Spike@SBI.com,Rishabh@CitiBankLondon.com,Processing transaction having ID : 610394,Acknowledging the received payment for transaction 610394 . It is finally in process. Kind regards.,610394,13-02-2020,Processing
Jason@BNYMellon.com,Shaniece@CitiBankNewYork.com,Seeking update on the status of transaction 636118,Please provide a status update on 636118 at the earliest,636118,12-08-2019,Request
Zachary@SBI.com,Rishabh@CitiBankLondon.com,Imploring update on transaction : 212411,"I need details of 212411 urgently, please provide the same on priority basis.",212411,16-01-2019,Request
Mike@DESHAW.com,Rishabh@CitiBankLondon.com,Concluded the transaction 299269,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 299269 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,299269,11-12-2019,Complete
Stefanie@JPMorgan.com,Elena@CitiBankLondon.com,Transaction no. 236510 is unresolved.,There has been only a partial payment of amount EUR 440456.Assuring you that the rest will be paid later. Warm Regards.,236510,08-03-2019,Pending
Mike@DEUTSCHEBANK.com,Elena@CitiBankSingapore.com,Payment outstanding for transaction 231424,The transaction 231424 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,231424,14-05-2020,Pending
Phillip@BNYMellon.com,Patrick@CitiBankSingapore.com,Accepted payment. Transaction670837 currently processing,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,670837,19-04-2019,Processing
Phillip@JPMorgan.com,Shaniece@CitiBankHongKong.com,Payment is pending for transaction 532623,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",532623,27-05-2020,Pending
David@JPMorgan.com,Suhail@CitiBankNewYork.com,Abrupt closure of transaction with ID 547868,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 547868 Regards.,547868,12-01-2020,Failed
Angela@JPMorgan.com,Anthony@CitiBankPune.com,Change address for account no. 760269,This is to inform you that I am not able to withdraw money from my account 760269. Please help!,760269,01-03-2020,General
Archie@DESHAW.com,Dipesh@CitiBankSingapore.com,Transaction 160391 has failed!,This is to notify you that my transaction 160391 has failed. Please reply to me with the cause as soon as possible.,160391,28-02-2020,Failed
Jacob@HSBC.com,Patrick@CitiBankPune.com,Pending payment for transaction having ID : 197954,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",197954,06-11-2019,Pending
David@HSBC.com,Rudra@CitiBankSingapore.com,Pending payment for transaction having ID : 643894,The transaction 643894 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,643894,06-10-2019,Pending
Adam@HSBC.com,Isabella@CitiBankLondon.com,How to change PIN no of ATM card?,Kindly add the contact no. 4829846441 to my bank account 850571,850571,26-02-2020,General
Dave@HDFC.com,Shai@CitiBankHongKong.com,Imploring update on transaction : 653654,"I need details of 653654 urgently, please provide the same on priority basis.",653654,07-01-2019,Request
Bella@HSBC.com,Shaniece@CitiBankNewYork.com,Transaction 026824 is complete,I deeply appreciate your quick service as I have received the pre-approved loan amount of INR 371744,26824,18-11-2019,Complete
Zachary@HDFC.com,Shubhanshu@CitiBankPune.com,Transaction 427115 is now being processed.,Thank you for transferring the payment to my account yesterday. I appreciate the quick response. I would like to inform you that is is currently in process. Thanks and regards.,427115,24-05-2020,Processing
Phillip@BNYMellon.com,Rudra@CitiBankNewYork.com,Dealing with the transaction 559788,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,559788,01-04-2019,Processing
Archie@HDFC.com,Rishabh@CitiBankPune.com,Processing transaction having ID : 737874,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 737874 . It is now being processed. I am grateful for your support. Warm regards.",737874,13-05-2020,Processing
Stefanie@HSBC.com,Dipesh@CitiBankLondon.com,Soliciting information for ID : 836849,Kindly reply to me at the earliest with the last 3 transactions made with the account no 836849Thanks in advance.,836849,13-03-2019,Request
Dave@HDFC.com,Isabella@CitiBankHongKong.com,Payment done and Transaction 428466 settled.,"To whom it may concern, I have successfully received payment for the transaction 428466 . I am grateful for your cooperation. Thank you so much and regards.",428466,09-05-2020,Complete
Spike@SBI.com,Anthony@CitiBankSingapore.com,Fulfilled transaction having ID : 588903,"Hey, I am writing in reference to the transaction 588903 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",588903,20-03-2019,Complete
Jacob@HDFC.com,Dipesh@CitiBankNewYork.com,Transaction 024221 is complete,Hello! Sincere greetings for the day. I would like to inform you that my transaction 024221 has completed. Thank you so much for your support. Looking forward to working more with you in the future. Regards,24221,26-05-2019,Complete
Bella@BNYMellon.com,Neha@CitiBankHongKong.com,Imploring update on transaction : 448648,Please provide a status update on 448648 at the earliest,448648,12-02-2019,Request
Adam@HSBC.com,Sumit@CitiBankLondon.com,Payment received for transaction : 358266 and now processing.,This is in response to your email notifying about the transferred amount. I am acknowledging it and informing you that it is now in process.,358266,24-02-2019,Processing
Phillip@JPMorgan.com,Elena@CitiBankSingapore.com,Imploring update on transaction : 480790,Kindly reply to me at the earliest with the last 3 transactions made with the account no 480790Thanks in advance.,480790,20-03-2019,Request
Zachary@DESHAW.com,Dipesh@CitiBankNewYork.com,New Cheque book,Kindly add the contact no. 7490291376 to my bank account 364294,364294,17-02-2020,General
Archie@SBI.com,Elena@CitiBankPune.com,Completed transaction no. 931896,Glad to let you know that I got the desired payment in reference to transaction 931896 .I am very happy with your services and will definitely recommend your company to my friends and acquaintances. Warm regards.,931896,31-05-2019,Complete
Yasmin@HSBC.com,Rishabh@CitiBankHongKong.com,Required money acquired. Transaction 749809 is in process.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 749809 . It is now being processed. I am grateful for your support. Warm regards.",749809,15-12-2019,Processing
Zachary@DESHAW.com,Rudra@CitiBankNewYork.com,Send steps to activate online banking,This is to inform you that I am not able to withdraw money from my account 424765. Please help!,424765,04-03-2019,General
Morgan@HSBC.com,Sumit@CitiBankHongKong.com,Remaining amount for transaction 229953 to be paid later.,"Since my transaction 229953 is still pending, I wanted to know if there is a problem with the paperwork from my side. Please let me know at the earliest. Thanks and regards.",229953,09-09-2019,Pending
Spike@JPMorgan.com,Neha@CitiBankHongKong.com,Soliciting information for ID : 738839,"Hey, I would be really grateful if you could tell me the details of account no. 738839Thanks.",738839,15-08-2019,Request
Morgan@HSBC.com,Elena@CitiBankHongKong.com,Concluded the transaction 520147,"Hey, I am writing in reference to the transaction 520147 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",520147,12-02-2020,Complete
David@HDFC.com,Anthony@CitiBankPune.com,Finalized transaction of ID : 642247,"Hey, I am writing in reference to the transaction 642247 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",642247,20-01-2019,Complete
Dave@DEUTSCHEBANK.com,Liam@CitiBankSingapore.com,Remaining amount for transaction 877519 to be paid later.,I regret to inform you the I could only pay the partial amount of INR 903578 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,877519,06-10-2019,Pending
Adam@DESHAW.com,Elena@CitiBankSingapore.com,Abrupt closure of transaction with ID 868876,This is in response to your email stating that my transaction having ID 868876 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,868876,22-08-2019,Failed
Yasmin@HSBC.com,Neha@CitiBankHongKong.com,Why has my transaction 360686 stopped?,This is in response to your email stating that my transaction having ID 360686 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,360686,21-03-2020,Failed
Jacob@DESHAW.com,Shai@CitiBankPune.com,Failure of transaction 055849,"Greetings for the day, I checked my inbox and found your email stating the failure of my transaction. Please help me understand why 055849 has failed, need funds urgently! Patiently waiting for you reply. Thanks a lot.",55849,19-01-2020,Failed
Morgan@DEUTSCHEBANK.com,Anthony@CitiBankHongKong.com,Urgent : Transaction 235729 ceased.,This is in response to your email stating that my transaction having ID 235729 has failed but no reason was mentioned. Can you please tell me what did I do wrong so that I can create a new one without any errors? Waiting for your reply. Thank you in advance.,235729,08-03-2020,Failed
Dave@HDFC.com,Shaniece@CitiBankPune.com,Change address for account no. 926290,Kindly add the contact no. 4400289500 to my bank account 926290,926290,07-08-2019,General
Bella@BNYMellon.com,Elena@CitiBankSingapore.com,Fulfilled transaction having ID : 971523,"To whom it may concern, I have successfully received payment for the transaction 971523 . I am grateful for your cooperation. Thank you so much and regards.",971523,26-11-2019,Complete
Stacy@SBI.com,Rudra@CitiBankSingapore.com,Payment done and Transaction 249612 settled.,"Hey, I am writing in reference to the transaction 249612 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",249612,18-02-2019,Complete
Yasmin@DEUTSCHEBANK.com,Neha@CitiBankPune.com,Add one more contact no. to account 282630,Kindly add the contact no. 9653512630 to my bank account 282630,282630,19-05-2019,General
David@DEUTSCHEBANK.com,Suhail@CitiBankPune.com,Urgently required update on transaction 664319,Kindly reply to me at the earliest with the last 3 transactions made with the account no 664319Thanks in advance.,664319,13-03-2020,Request
Spike@HDFC.com,Liam@CitiBankPune.com,Payment is pending for transaction 507344,I regret to inform you the I could only pay the partial amount of GBP 831398 I will definitely pay the remaining amount as soon as possible.Thank you for understanding. Regards,507344,23-06-2019,Pending
Stefanie@BNYMellon.com,Rishabh@CitiBankLondon.com,Payment received for transaction : 209047 and now processing.,Hello! This is to inform you that I have received the amount you transferred to my account and now it is currently in process.,209047,01-08-2019,Processing
Stacy@SBI.com,Suhail@CitiBankSingapore.com,Fulfilled transaction having ID : 844684,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 844684 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,844684,01-09-2019,Complete
Yasmin@HDFC.com,Suhail@CitiBankHongKong.com,Seeking update on the status of transaction 114455,Can you please tell me the amount transferred through transaction ID : 114455? Thanks.,114455,03-05-2020,Request
Jason@HDFC.com,Rudra@CitiBankSingapore.com,Payment outstanding for transaction 929404,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",929404,05-09-2019,Pending
Mike@SBI.com,Shaniece@CitiBankHongKong.com,Received full payment for transaction no. 283797,"Hey, I am writing in reference to the transaction 283797 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",283797,21-04-2020,Complete
Stefanie@HDFC.com,Rishabh@CitiBankSingapore.com,Request to send details of transaction 975177,Kindly reply to me at the earliest with the last 3 transactions made with the account no 975177Thanks in advance.,975177,06-04-2020,Request
Spike@SBI.com,Shaniece@CitiBankPune.com,Finalized transaction of ID : 239797,"Hey, I am writing in reference to the transaction 239797 . I was granted the aforementioned amount within the deadline. Sincere gratitude for such a quick response. Kind regards",239797,25-03-2019,Complete
Morgan@DESHAW.com,Neha@CitiBankHongKong.com,Urgently required update on transaction 584597,Kindly reply to me at the earliest with the last 3 transactions made with the account no 584597Thanks in advance.,584597,16-02-2020,Request
Angela@JPMorgan.com,Rohan@CitiBankSingapore.com,Soliciting information for ID : 564802,Please provide a status update on 564802 at the earliest,564802,05-01-2019,Request
Zachary@DEUTSCHEBANK.com,Patrick@CitiBankSingapore.com,Partial payment for transaction 643082,The transaction 643082 is taking too long to complete. I would request you to kindly guide me through the further steps to be taken in order to complete the transaction.,643082,06-03-2020,Pending
Stacy@HDFC.com,Dipesh@CitiBankSingapore.com,Sorted out the transaction with ID : 215546,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 215546 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,215546,15-08-2019,Complete
Spike@SBI.com,Rishabh@CitiBankHongKong.com,Failure of transaction 416348,This is to notify you that my transaction 416348 has failed. Please reply to me with the cause as soon as possible.,416348,28-03-2019,Failed
Mike@DEUTSCHEBANK.com,Dipesh@CitiBankLondon.com,Request to send details of transaction 079887,"I need details of 079887 urgently, please provide the same on priority basis.",79887,11-04-2020,Request
Bella@HSBC.com,Shaniece@CitiBankPune.com,Transaction 805172 is complete,"To whom it may concern, I have successfully received payment for the transaction 805172 . I am grateful for your cooperation. Thank you so much and regards.",805172,01-12-2018,Complete
Zachary@DEUTSCHEBANK.com,Sumit@CitiBankNewYork.com,Abrupt closure of transaction with ID 312885,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 312885 Regards.,312885,17-07-2019,Failed
Angela@HSBC.com,Patrick@CitiBankNewYork.com,Transaction 288786 is now being processed.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 288786 . It is now being processed. I am grateful for your support. Warm regards.",288786,04-04-2020,Processing
Morgan@BNYMellon.com,Rudra@CitiBankNewYork.com,Transaction 991636 stalled and payment not received.,"Hey, I see my transaction with ID 991636 has failed. I think I did everything right? Please look into this and reply with the reason urgently. Thank you and regards.",991636,06-04-2020,Failed
Spike@DEUTSCHEBANK.com,Rudra@CitiBankHongKong.com,Payment outstanding for transaction 023018,"Hey, sincere apologies for transferring a fraction of the amount we agreed on. Please be assured that the rest is being transferred as of now. Thanks a lot for understanding.",23018,22-03-2019,Pending
Archie@HSBC.com,Liam@CitiBankSingapore.com,Payment is pending for transaction 712118,"Hello!! Greetings for the day. Status of transaction EUR 078726 for account 712118 is pending, I would be grateful if you could tell me the cause. Thanks a lot.",712118,14-11-2019,Pending
Adam@HDFC.com,Shaniece@CitiBankSingapore.com,Concluded the transaction 284850,"To whom it may concern, I have successfully received payment for the transaction 284850 . I am grateful for your cooperation. Thank you so much and regards.",284850,15-03-2020,Complete
Adam@DEUTSCHEBANK.com,Elena@CitiBankLondon.com,Transaction 727323 stalled and payment not received.,I have been your regular client and have followed the procedure for creating a transaction correctly. Still I received an email saying that the transaction has failed. I would like to know the reasoning. My Transaction ID is 727323 Regards.,727323,13-04-2019,Failed
Jacob@HSBC.com,Shaniece@CitiBankNewYork.com,Received full payment for transaction no. 284675,I deeply appreciate your quick service as I have received the pre-approved loan amount of USD 398892,284675,02-11-2019,Complete
Stacy@JPMorgan.com,Shaniece@CitiBankPune.com,Imploring update on transaction : 691411,Kindly reply to me at the earliest with the last 3 transactions made with the account no 691411Thanks in advance.,691411,07-04-2020,Request
Bella@BNYMellon.com,Shubhanshu@CitiBankPune.com,Transaction 631472 stalled and payment not received.,This is to notify you that my transaction 631472 has failed. Please reply to me with the cause as soon as possible.,631472,28-02-2020,Failed
Archie@BNYMellon.com,Rudra@CitiBankSingapore.com,Fulfilled transaction having ID : 691143,Greetings! I wanted to let you know that I have acknowledged the payment for transaction 691143 in response to your email which confirmed the finalized status of my transaction. Thanks and regards.,691143,20-04-2019,Complete
Angela@HDFC.com,Isabella@CitiBankNewYork.com,Why cant I withdraw money with my ATM card?,This is to inform you that I am not able to withdraw money from my account 272127. Please help!,272127,15-07-2019,General
Angela@JPMorgan.com,Shubhanshu@CitiBankNewYork.com,Required money acquired. Transaction 062348 is in process.,"Sincere greetings, I am glad to tell you that I have finally been granted the pre-approved amount through transaction 062348 . It is now being processed. I am grateful for your support. Warm regards.",62348,04-07-2019,Processing
